ID	Polarity	Text
54	neg	जी वॉच आर के मुक़ाबले कम आकर्षक।  
56	neg	बैटरी लाइफ़ एक ही दिन होने से इस्तेमाल करना आसान नहीं। 
57	neu	ओएलईडी स्क्रीन, 320 मिली एंपियर ऑवर, पैडोमीटर, हार्ट-रेट मॉनिटर। 
58	neu	वाटर रस्सिटेंस आईपी 67 (30 मिनट तक एक मीटर गहरे पानी में रखा जा सकता है)। 
59	neu	2-जी और 3-जी कार्ड को फ़िट करना संभव जिससे आप फोन कॉल भी कर सकते हैं। 
61	pos	गीयर एस सैमसंग की ओर से पहने जाने लायक सबसे बेहतरीन उत्पाद।  
62	neg	देखने में बेहतर लेकिन बहुत आकर्षक नहीं है।  
63	neu	एलसीडी स्क्रीन, एंड्रायड वीयर, 420 मिली एंपियर ऑवर है।  
64	neu	जीपीएस की सुविधा वाला पहला एंड्रायड वीयर है।
65	neu	वाटर रस्सिटेंस आईपी 68( दो घंटे तक दो मीटर गहरे पानी में रखा जा सकता है)
67	neu	बैटरी क्षमता को लेकर सोनी का दो दिनों का दावा।  
68	neg	लेकिन कोई दूसरी ख़ासियत नहीं।  
69	neu	ओलईडी स्क्रीन है।, एंड्रायड वीयर सपोर्ट है।
70	neu	369 मिली एंपियर ऑवर की बैटरी क्षमता, हर्ट रेट मॉनिटर है।
71	neu	वाटर रस्सिटेंस आईपी 55 (पानी झेल सकता है, लेकिन पानी में डूबो नहीं सकते)
72	neu	कीमत 257 डॉलर है।
73	pos	बेहतरीन स्टाइल, लेकिन बाज़ार में इस कीमत पर इससे भी स्टाइलिश वॉच मौजूद। 
74	neu	 मिरासोल टच स्क्रीन, 240 मिली एंपियर ऑवर की बैटरी क्षमता, पैडोमीटर। 
75	pos	बेहतर स्क्रीन तकनीक के चलते बैटरी क्षमता का बढ़ना भी संभव। 
76	neu	 वाटर प्रूफ नहीं है।
78	neu	उपयोग में सहज नहीं है।  
79	pos	पॉवर के लिहाज से भविष्य का स्मार्ट वॉच। 
80	neu	140 मिली एंपियर ऑवर की बैटरी क्षमता है।
81	neu	 कंपास, एंबिएंट लाइट, एक सप्ताह तक रिचार्ज की जरूरत नहीं। 
82	neu	 वाटर प्रूफ है। 
84	pos	रेट्रो लुक वाला डिज़ाइन, उपयोग में सबसे सहज स्मार्टवॉच। 
85	neu	एलईडी स्क्रीन, 225 मिली एंपियर ऑवर की बैटरी क्षमता,
86	neu	वाटर प्रूप में एक किलोमीटर तक। 
87	neu	बटन सेल बैटरी पर महीने पर चल सकती है कूकू 2। 
89	neu	कूकू के दावे के मुताबिक वॉच को साल भर चार्ज करने की जरूरत नहीं।  
90	neu	लेकिन फ़ोन ऐप के मामले में औसत स्मार्ट वॉच। 
91	neu	एलसीडी स्क्रीन, पूरी तरह चार्ज होने पर 3-4 दिनों तक रिचार्ज की जरूरत नहीं, पैडोमीटर। 
92	neu	वाटर प्रूफ नहीं है।
93	neu	4 से 7 साल के बच्चों के लिए फ़िटनेस रिलेटेड गेम्स। 
94	neu	कीमत 45 डॉलर है। 
95	neu	इस स्‍मार्टवॉच की डिजाइन काफी कुछ सैमसंग की पिछली स्‍मार्टवॉच गैलेक्‍सी गियर जैसी लगती है।  
96	neu	इस वॉच में सैमसंग ने सारे इनपुट बटन्‍स वॉच के डायल में फिक्‍स किए हैं।  
97	pos	इसलिए आप आसानी से अपनी वॉच का स्‍ट्रेप चेंज कर सकते हैं।  
98	pos	यह चेंज इस डिवाइस को स्‍टाइलिश भी बनाता है क्‍योंकि यंग गियर 2 यूजर्स इस वॉच को अपने स्‍टाइल स्‍टेटमेंट से मैच कर सकते हैं।  
99	pos	डिवाइस की बॉडी स्‍टेनलैस स्‍टील की बनी हुई है जो इस स्‍मार्टवॉच को एक प्रीमियम लुक देता है।  
100	neu	पॉवर बटन को डिवाइस के फ्रंट में लाया गया है।  
101	neu	इसके अलावा डिवाइस के फ्रंट एंड में दूसरी ओर 2 मेगापिक्‍सल कैमरा है।  
102	neu	इस स्‍मार्टवॉच में हार्टरेट सेंसर भी अवेलेबल है।  
103	pos	डिवाइस में ज्‍यादा वजन नही है इ‍सलिए आप इस डिवाइस को सारे दिन पहने रह सकते हैं
104	pos	इसके साथ ही डिवाइस के टच पैनल की सेसिटिविटी काफी बढि़या है।  
105	pos	डिवाइस IP67 सर्टिफिकेशन मिला हुआ है इसलिए इस डिवाइस को पानी से काई खतरा नही है।  
106	neu	वॉच का इंटरफेस बिलकुल गैलेक्‍सी गियर जैसा है।  
107	neg	इस वॉच में एस वॉयस नाम की नेचूरल लेंग्‍वेज आईडेंटिंफिकेशन फीचर है हालांकि इस फीचर को आवाज इंटरप्रेट करने में थोड़ी प्रॉब्‍लम होती है।  
108	neu	इस डिवाइस में स्‍पेशल फिटनेस फीचर्स हैं।  
109	neu	यह डिवाइस हार्ट रेट सेंसर के साथ स्‍लीप साइकल, एक्‍सरसाइज रूटीन को फॉलो करता है।  
110	neu	इसके अलावा फोन में स्‍टेंडअलोन म्‍यूजिक प्‍लेयर है।  
111	neu	गानों को स्‍टोर करने के लिए आपको 4 जीबी का इंटरनल स्‍टोरेज मिलता है।  
112	neu	इस प्‍लेयर से आप ब्‍लूटूथ हेडफोन से भी गाने सुन सकते हैं।  
113	neu	इन सारे फीचर्स के अलावा इस स्‍मार्टवॉच में वॉचऑन नाम की एप है जिससे आप टीवी को मैनेज कर सकते हैं।  
114	neu	इस वॉच में थर्ड पार्टी एप्‍स भी डाली जा सकती हैं। 
115	neu	कैमरा नही करेगा निराश । 
116	neu	इस फोन का कैमरा आपको निराश नही करेगा।  
117	neu	इस डिवाइस में 2 मेगापिक्‍सल का कैमरा है जो 720p रेजुलेशन क्‍वालिटी का वीडियो शूट कर सकता है।  
118	neu	हालांकि स्टिल ईमेजेज भी निराशाजनक नही लगती हैं। 
119	neu	इस डिवाइस की बैटरी डेढ़ दिन तक प्रॉपर यूसेज देती है।  
120	neu	इस डेढ़ दिन के युसेज में कॉल्‍स, फिटनेस फीचर, कैमरा टेस्टिंग और ब्‍लूटूथ पर म्‍यूजिक सुनना शामिल है। 
121	neu	इस डिवाइस का प्राइस 21550 रुपये है।  
122	pos	यह पिछली डिवाइस की तुलना में बैटर है हालांकि आप इस डिवाइस के ओएस में अंतर नही कर पांएगे।  
123	neu	इस बारे में सबसे इर्म्‍पोटेंट बात यह है कि अगर आप सैमसंग के अन्‍य प्रॉडक्‍ट्स को भी यूज कर रहे हैं तो यह डिवाइस आपके स्‍मार्टफोन के कॉम्‍पेटिबल रहेगी लेकिन अगर आप सैमसंग यूजर नही हैं तो आप थोड़ा वेट कर सकते हैं क्‍योंकि मोटोरोला भी अपनी स्‍मार्टवॉच मोटो 360 लांच करने जा रहा है और उस डिवाइस का प्राइस भी इस डिवाइस के आस-पास ही होगा।  	
124	pos	चाइनीज कंपनी जियाओमी की यूएसपी उसका प्राइस टैग रहता है। 
125	neu	इसी कड़ी में कंपनी का Mi Band भी शामिल है।  999 रुपये कीमत वाला यह बैंड खासतौर पर बेहतर फिटनेस के लिए बनाया गया है।  
126	pos	वैसे यह प्रोड्क्‍ट तो अच्‍छा है, लेकिन कंप्‍टीटर्स से कड़ी टक्‍कर मिल सकती है।  
127	pos	Mi Band फिटनेस ट्रैकर के लिए काफी उपयोगी है।  
128	neg	हालांकि इसमें अन्‍य फिटनेस वॉचेस की तरह डिस्‍प्‍ले नहीं है।  
129	neu	इसका सेंसर polycarbonate की बॉडी में लगा हुआ है, जबकि ऊपरी साइड एल्‍युमिनियम का कैप्‍सूल डिजाइन बना है।  
130	neu	Mi Band का मेजरमेंट 14 x 36 x 9mm है जबकि, वेट 5 ग्राम है।  
131	neu	इसके अलावा इसमें दो गोल्‍डेन कलर के चार्जिंग पोर्ट लगे हुए हैं।  
132	neu	Mi Band के फ्रंट फेस में 3 एलईडी लाइटें लगी हुईं हैं, जोकि ब्‍लू, ग्रीन और रेड कलर की हैं।  
133	pos	इसमें सबसे खास बात यह है कि, इसकी डिजाइन घड़ी की तरह है यानी कि, कलाई के हिसाब से इसे आप बांध सकते हैं।  
134	neu	हालांकि इसमें कोई बटन नहीं है, फिर भी इसे ब्‍लूटूथ के जरिए फोन से सिंक किया जा सकेगा। 
135	neu	Mi Band में आपको accelerometer और एक DA14580 low-energy ब्‍लूटूथ 4। 0 चिपसेट मिलेगा।  
136	neu	इसमें 41mAh की बैटरी भी लगी हुई, जो करीब 30 दिन तक चल सकती है।  
137	neg	हालांकि इसमें ज्‍यादा सेंसर नहीं लगे हैं।  
138	neu	इसमें एक वाइब्रेटर भी लगा है, जो यूजर्स को नोटिफिकेशन के बारे में बताता रहेगा।  
139	neu	जियाओमी का यह बैंड Mi Fit एप पर वर्क करता है।  
140	neu	जियाओमी का यह Mi Band एक एक्‍टीविटी ट्रैकर की तरह वर्क करता है। 
141	neg	हालांकि अगर आप इसे हर समय पहने रहते हैं, तो इसमें लगा सेंसर इरिलिवेंट डाटा को लेना बंद कर देगा।  
142	neu	हालंकि इसमें सबसे खास बात यह है कि, सोने के दौरान आपको कुछ भी नहीं करना होगा।  
143	neu	आपके सोते ही यह हाथ के मूवमेंट को देखकर यह डिवाइस डीप स्‍लीप में ऑटोमेटिक चली जाएगी।  
144	neu	वहीं सुबह उठते ही इसका अलॉर्म वाइब्रेट करने लगेगा।  
145	neg	वैसे इसमें एक कमी भी रह गई।  जब आप अपने हैंडसेट को स्‍विच करते हैं, तो इसमें कुछ डाटा उड़ जाता है।  
146	pos	फिलहाल ओवरऑल देखें तो कम दाम में यह बेहतरीन डिवाइस है लेकिन मार्केट में आई अन्‍य घड़ियों को देखते हुए इसे कड़ा कंप्‍टीशन मिल सकता है।  
147	pos	हमने ट्रू ब्ल्यू वॉयस की ओर से पहले पेश किए गए ब्ल्यूटूथ किट्स को भी परखा है और हम कीमत के हिसाब से उसकी क्षमता के प्रभावित हुए थे। 
148	neu	हमने यहां टीबीवी एस70 का रिव्यू किया है जिसका डिजाइन किसी लॉकेट की तरह है। 
149	neu	यह ऐसा ब्ल्यूटूथ डिवाइस है जिसे 3। 5 mm जैक वाले किसी भी हेडसेट से जोड़ा जा सकता है। 
150	pos	कीमत को लेकर सचेत रहने वाले खरीदारों को ध्यान में रखते हुए इस डिवाइस को बनाया गया है लेकिन इसके बावजूद यह अच्छी साउंड क्वालिटी देने वाला प्रतीत होता है। 
151	neu	हेडसेट बहुत ही सरल 3। 5 mm जैक वाला ओपन ड्राइवर की तरह का ईयरफोन है। 
152	pos	यह यूनिट देखने में अच्छा लगता है और इसे अच्छी गुणवत्ता वाले प्लास्टिक से बनाया गया है। 
153	neu	इसका सामने वाला हिस्सा सफेद और पीछे वाला हिस्सा भूरा (ग्रे) है। 
154	pos	डिवाइस हल्का है लेकिन किसी कारणवश टीबीवी ने इसका निश्चत वजन नहीं बताया है।
155	pos	इसका यूजर इंटरफेस काफी सरल है। 
156	pos	इस किट के साथ दिए गए हेडसेट की गुणवत्ता अच्छी है और वॉल्यूम फुल करने के बावजूद इसमें कोई कमी नहीं आती है। 
157	neu	हालांकि साउंड क्वालिटी बाजार में मौजूद विकल्पों में सर्वश्रेष्ठ नहीं है लेकिन निश्चित तौर पर इसे खराब नहीं कहा जा सकता है। 
158	pos	हर रेंज (कम, मध्यम और ऊंचा) में प्ले करता है और आवाज भी स्पष्ट है। 
159	pos	जहां तक कॉल क्वालिटी का सवाल है तो क्लेरिटी फोन के डाइरेक्ट ईयरपीस की तरह अच्छी है। 
160	neg	हालांकि माइक रिसेप्शन खासकर उस स्थित में जब आप डिवाइस को अपने शर्ट पर लगाते हैं बहुत अच्छा नहीं है। 
161	neu	जब आप इसे अपनी गर्दन के करीब रखते हैं (अगर आप टी-शर्ट पहने हुए हों) रिसेप्शन काफी अच्छा हो जाता है। 
162	neu	इसलिए निचोड़ यह है कि आगर आपको आरामदायक बातचीत का आनंद उठाना है तो माइक को सही जगह पर लगाना होगा।
163	neu	न्वाइस कैंसिलेशन के लिए कोई अलग माइक नहीं है, यद्यपि यह इसके लिए सॉफ्टवेयर और न्वाइस रिडक्शन टेकनोलॉजी का इस्तेमाल करता है। 
164	pos	यह सिस्टम आस-पास के शोर को कम करने के लिए बहुत हद तक अच्छा काम करता है लेकिन यह पूरी तरह से शोर को समाप्त नहीं करता है। 
165	pos	डिवाइस की कीमत को देखते हुए यह एक खास फीचर है।
166	POS	इस घड़ी के बारे में सबसे बड़ी और खास बात यह है कि ये सिर्फ आपको समय ही नहीं बताएगी, न ही तो आपके लिए सिर्फ संचार का माध्‍यम होगी, बल्कि ये आपके स्‍वास्‍थ्‍य और फ‍िटनेस में भी आपकी साथी होगी।  
167	neu	पहली है $349 (लगभग 21,908 रुपये) और $399 (लगभग 25,000 रुपये) में The Apple Watch Sport।  
168	neu	दूसरी है $549 (34,400 रुपये) और $1,099 (68,800 रुपये) के बीच में Apple Watch।  
169	neu	वहीं तीसरी है 18 कैरेट गोल्‍ड में उपलब्‍ध Apple Watch।  
170	neu	इसकी कीमत की बात करें तो इसकी शुरुआत होती है $10,000 (6,27,500) से।  ये Apple Watch iPhone 5, iPhone 5c, iPhone 5s, iPhone 6 और iPhone 6 Plus पर काम करती हैं, जो 8। 2 आईओएस पर रन करती हैं।  
171	neu	इन घड़‍ियों के स्‍क्रीन की बात करें तो ये साइज़ में 38mm और 42mm की हैं।  38mm वाली घड़ी 21। 2 x 26। 5 mm, 33। 5 mm (1। 32 में) तिरछे आकार में, 272 x 340 पिकसल्‍स में मौजूद हैं।  जबकि 42mm वाली घड़ी 24। 3 x 30। 5 mm, (39 mm (1। 5 में) तिरछे आकार में 312 x 390 पिकसल्‍स के साथ मौजूद हैं। 
172	neu	यह पहली एंड्रायड बेस्‍ड स्‍मार्टवॉच है।  इसके अलावा इसमें 1। 5 इंच की सर्कुलर स्‍क्रीन लगी हुई है, जिसमें गोरिल्‍ला ग्‍लॉस लगा हुआ है।  
173	neu	मोटोराला की इस एंड्रायड बेस्‍ड स्‍मार्टवॉच में TI OMAP 3 प्रोसेसर लगा हुआ है।  
174	neu	इसे साथ ही इसमें 512एमबी की रैम और 4जीबी की इंटरनल स्‍टोरेज क्षमता है।  
175	neu	अब अगर इसकी बैट्री बैक-अप पर नजर डालें, तो इसमें आपको 320mAH की बैटरी मिलेगी।  
176	pos	इसके साथ ही ये घड़ी काले और भूरे रंग के लैदर पट्टे पर आपको काफी लुभाएगी। 
177	pos	लेदर स्ट्रिप के साथ यह zenwatch बेहद ही क्‍लासी और स्‍टाइलिश है।  
178	neu	कंपनी ने इसकी कीमत 20,000 रुपये रखी है।  
179	neu	बताते चलें कि zenwatch आसुस का पहला वियरेबल गैजेट है, जिसे एंड्रायड 4। 3 या इससे अधिक ऑपरेटिंग सिस्‍टम पर चलने वाले स्‍मार्टफोन के साथ जोड़ा जा सकता है।  2। 5 डायमीटर कर्व ग्‍लॉस वाले जेनवॉच में आपको 1। 6 इंच का डिस्‍प्‍ले मिलेगा। 
180	pos	सैमसंग की इस स्‍मार्टवॉच का सबसे खास फीचर इसकी कनेक्टिविटी है।  
181	neu	कंपनी ने इस Gear S स्‍मार्टवॉच में यूजर्स के लिये 3जी कनेक्टिविटी की सुविधा दी है।  
182	neu	इसके अलावा इस स्‍मार्टवॉच में 2 इंच की कर्व्‍ड डिस्‍प्‍ले लगी हुई है।  
183	neu	इसके साथ ही इसमें आपको मैसेज कनवर्जेशन की भी सुविधा मिलेगी।  
184	pos	सैमसंग ने अपनी इस डिवाइस Gear S का डिजाइन बहुत ही सुविधाजनक तरीके से तैयार किया है।  
185	neu	इस स्‍मार्टवॉच में आप 3जी कनेक्टिविटी के जरिये अपने स्‍मार्टफोन से भी जुड़े रहेंगे।  
186	neu	जब भी आप अपने फोन से दूर होंगे, तो आपके फोन में आने वाले मैसेज और नोटिफिकेशन को यह स्‍मार्टवॉच डिटेक्‍ट कर लेगी और आपको इन मैसेजेस की इंफार्मेशन दे देगी।  
187	neu	इसके अलावा सैमसंग ने अपनी इस स्‍मार्टवॉच में ऑन स्‍क्रीन की-बोर्ड की भी फैसेलिटी दी है।  
188	neu	इसके जरिये आप इन‍कमिंग मैसेज का रिप्‍लाई भी कर सकते हैं।  
189	neu	Gear S स्‍मार्टवॉच GPS सिस्‍टम के फीचर्स से लेस है।  
190	neu	भारतीय बाजार में इसकी 27,900 रुपये रखी गई है।    
191	neu	अगर स्‍टाइल, टेक और यूज़ेबिलिटी की बात करें तो LG G Watch R को अन्‍य स्‍मार्टवॉच के बीच 'राजा' घोषित करने के लिए काफी विवादास्पद श्रेणी में रखा गया है। 
192	neu	ऐसा इसलिए भी है क्‍योंकि इस घड़ी का बॉडी शेप देखने में काफी मर्दाना सा है।  
193	neu	घड़ी पर 320 x 320 AMOLED स्‍क्रीन दी गई है।  
194	pos	इस घड़ी को पानी से बचाने की बिल्‍कुल भी जरूरत नहीं है।  
195	neu	घड़ी को पावर देने के लिए इसपर 410 mAh की बैट्री दी गई है।  
196	pos	यह बैट्री आपकी घड़ी को दो दिन तक बेहतरीन तौर पर चलाएगी।  
197	neu	वहीं इसकी प्रतिस्‍पर्धी घड़‍ियों पर गौर करें तो वो सिर्फ एक दिन का बैट्री बैकअप देती हैं।  
198	neu	घड़ी 1। 2 GHz क्‍वाडकोर क्‍वालकम स्‍नैपड्रैगन 400 प्रोसेसर पर रन करती है।  
199	neu	इसमें 4 GB की इंटरनल स्‍टोरेज दी गई है।  
200	neu	कनेक्टिविटी के लिए वाई-फाई, ब्‍लूटूथ और USB की सुविधा दी गई है।  
201	pos	एपल स्मार्टवॉच में बहुत सी खूबियां है। 
202	neu	यह आपके आइफोन से सीधे कनेक्ट हो जाएगी। 
203	pos	स्पेशल डिजिटल टच वाली एपल स्मार्टवॉच में कई सारे फीचर्स है। 
204	neu	कॉन्टेक्ट्स, म्युजिक, पासबुक, वर्ल्ड क्लॉक, एक्टिविटी, मूव, एक्सरसाइज, कैमरा, टाइम,डायलर,फोटो गैलरी, वर्क आउट, आउटडोर रन है। 
205	pos	एपल की यह स्मार्टवॉच बहुत एलिगेंट और डिलाइटफुल है। 
206	neu	एपल वॉच का खुद सेट होने के लिए इंतजार करें।
207	neu	एपल वॉच में स्टेन्लेस स्टील फीनिश और फ्लुओरोएलास्टोमर बैंड है।
208	neu	म्युजिक के साथ फिटनेस फीचर और कॉल करने की सुविधा भी है। 
209	neu	इस वॉच में बहुत से थर्ड पार्टी एप्स का भी प्रयोग किया जा सकता है।
210	neu	साथ ही सेटिंग में जाकर आप टेक्स्ट का साइज, ब्राइटनेस,साउंड और पासकोड सेट करके जनरल सेटिंग कर सकते है (तस्वीर में देखें)
211	neu	इसके इनबॉक्स में जाकर मैसेज और मेल चेक कर सकते हैं।
212	neu	कॉन्टेक्ट लिस्ट में अपने सभी कॉन्टेक्ट्स को रख सकते हैं।
213	neu	पासबुक फीचर भी उपलब्ध है।
214	neu	एपल वॉच का वर्ल्ड क्लॉक फीचर पूरे विश्व का समय दिखाता है आप अपने देश या जिस किसी भी देश के समय के विषय में जानकारी चाहते है यह देता है।
215	neg	एप लोडिंग में लगने वाला समय इस स्मार्टवॉच का एक दोष है।
216	neu	एक्टिविटी, मूव और एक्सर्साइज फीचर के साथ आप अपने पूरी दिनचर्या को देख सकते हैं कि आप कितना चलें, बैठे और आपका फिटनेस वर्कआउट कैसा रहा।
217	neu	एपल के तीन रिंग मूव, एक्सरसाइज और स्टैंड फिटनेस डाटा के लिए अप्रोच करते हैं।
218	pos	एपल वॉच का कैमरा कमाल का है। 
219	neu	इसमें वॉच में फोटो गैलरी एप भी उपलब्ध है।
220	pos	एपल वॉच की 18 घंटे की बैटरी लाइफ आपका पूरा दिन साथ देती है। 
221	neg	अन्य एंड्रायड वेयर डिवाइसेज के मुकाबले यह बहुत छोटी है। 
222	neu	इसमें वॉच में हार्ट रेट सेंसर है। 
223	pos	कुलमिलाकर कहा जा सकता है कि एपल वॉच को इस्तेमाल करने में खुशी होती है। 
224	neu	एपल वॉच स्पोर्ट की कीमत 21 हजार 900 रुपये से शुरू हो रही है, जबकि दूसरे वैरिएंट की कीमत 34 हजार 500 रुपये और तीसरे वैरिएंट की कीमत 6 लाख 27 हजार रुपये है।
225	pos    	लुक बढिया है। 
226	pos	बैटरी लाइफ बहुत बढिया है। 
227	neg	परफॉर्मेंस में समरूपता नहीं (कभी अच्छा, कभी बुरा परफॉर्मेंस), नोटिफिकेशन का मिस हो जाना
228	neg	बहुत कम कार्यक्षमता है। 
229	neg	इसमें कई स्मार्ट फंक्शन की कमी है और कई बार सही नोटिफिकेशंस भी नहीं दे पाता।
230	pos	हमने अभी मोटोरोला 360 की समीक्षा की थी जो वास्तव में आज के बाजार में सबसे अच्छा स्मार्टवॉच नजर आता है। 
231	pos	हालांकि यह दूसरा डिवाइस मोटो 360 के लुक से खुद को बेहतर साबित कर सकता है लेकिन इसके साथ ही एक तथ्य यह भी है कि सिर्फ लुक के लिए घड़ी नहीं पहनी जाती। 
232	neu	मार्टिन नोटिफायर का लुक बहुत हद तक केसियो के जी शॉक वॉच से मिलता-जुलता है। 
233	pos	इससे इतना तो तय है कि यह दिखने में बहुत आकर्षक है। 
234	neu	इसके दाईं ओर यूएसबी चार्जिंग पोर्ट के साथ एक बटन और बाईं ओर दो बटन हैं। 
235	neu	घड़ी में विशेष यूएसबी केबल लगे हैं जो इसे चार्ज करने के लिए दिए गए हैं।
236	neu	डायल पर ओएलईडी (OLED) स्क्रीन के साथ यह साधारण कलाई-घड़ी की तरह ही दिखती है। 
